"Год продажи,""Неделя продажи"",""Город"",""ЖК"",""Корпус"",""Накопленная сумма продаж"",""Накопленная себестоимость"",""Накопленный объем проданных кв.м."",""Выручка за неделю"",""Количество проданных помещений за"",""Сумма проданных кв.м. за неделю"""
2025.0,37.0,Екатеринбург,Исеть-скай,Корпус А,211825088,159100160,518.3,159100160,7,873789504
2025.0,37.0,Екатеринбург,Академический,Корпус 3,155874320,128409888,1136.7,17868210,3,450142816
2025.0,37.0,Екатеринбург,Академический,Корпус 4,184368784,152040448,1361.8,23630552,4,687124416
2025.0,37.0,Екатеринбург,Исеть-скай,Корпус Б,314999680,236896816,779.5,77796656,4,1103775744
2025.0,37.0,Екатеринбург,Энергетик,Корпус 4,253144864,201892272,1464.3,29939090,5,1197592832
2025.0,37.0,Екатеринбург,Энергетик,Корпус 2,200228432,158980512,1164.8,27863996,4,745898880
2025.0,37.0,Верхняя Пышма,Таёжный,Корпус 2,37105612,30055548,304.2,11461913,2,67073360
2025.0,37.0,Екатеринбург,Энергетик,Корпус 3,216649536,171953184,1253.6,12972669,2,426922496
2025.0,37.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),392144960,310207648,2259.8,1925920.5,1,392144960
2025.0,37.0,Верхняя Пышма,Таёжный,Корпус 3,51044532,41346072,431.7,11290524,2,95636424
2025.0,37.0,Екатеринбург,Академический,Корпус 1,90882480,74955144,664.2,51930216,10,594284608
2025.0,37.0,Екатеринбург,Академический,Корпус 2,134083824,110541680,972.7,35586540,8,941675328
2025.0,37.0,Нижний Тагил,Запрудный,Корпус 1,10295000,8544850.0,106.6,8544850.0,2,14106875
2025.0,37.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),333124992,248938208,842.5,12041396,4,1304706176
2025.0,37.0,Верхняя Пышма,Таёжный,Корпус 1,22955104,18593634,191.2,11535502,2,38459276
2025.0,37.0,Екатеринбург,Маяковский,Корпус 3,389393664,308281728,2245.8,68626640,16,5679434240
2025.0,36.0,Верхняя Пышма,Таёжный,Корпус 2,16067151,13014393,127.9,10040216,2,27152340
2025.0,36.0,Екатеринбург,Академический,Корпус 1,68034208,56584728,519.9,12082153,3,188645088
2025.0,36.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),195694624,145649904,487.1,8792130.0,3,573263488
2025.0,36.0,Екатеринбург,Маяковский,Корпус 3,279776320,220346512,1583.0,59048036,11,2673190400
2025.0,36.0,Екатеринбург,Исеть-скай,Корпус Б,182477024,136857776,441.1,14864536,1,182477024
2025.0,36.0,Екатеринбург,Исеть-скай,Корпус А,162657648,121993232,395.9,121993232,6,517178240
2025.0,36.0,Екатеринбург,Маяковский,Корпус 1,96147432,75493728,520.3,75493728,15,788948736
2025.0,36.0,Екатеринбург,Энергетик,Корпус 4,336733408,268323424,1952.9,15991624,3,989075328
2025.0,36.0,Нижний Тагил,Запрудный,Корпус 2,37207112,31028772,363.0,17390394,6,169504976
2025.0,36.0,Екатеринбург,Энергетик,Корпус 5,353448992,281772544,2043.4,13449121,2,696046144
2025.0,36.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),285672000,224473472,1613.0,4126972.5,2,568396160
2025.0,36.0,Екатеринбург,Академический,Корпус 3,158352752,131364160,1158.4,25618370,5,730421504
2025.0,36.0,Нижний Тагил,Запрудный,Корпус 1,16431781,13638378,160.9,13638378,4,41794524
2025.0,36.0,Екатеринбург,Маяковский,Корпус 2,204355424,161298464,1153.7,85804744,19,2986802944
2025.0,36.0,Екатеринбург,Энергетик,Корпус 1,252706256,200777360,1473.7,3863115.8,1,252706256
2025.0,36.0,Екатеринбург,Энергетик,Корпус 2,316818368,252331808,1845.9,51554444,7,2010602240
2025.0,36.0,Екатеринбург,Академический,Корпус 4,174422480,144541344,1289.3,13177175,2,339588608
2025.0,36.0,Екатеринбург,Академический,Корпус 2,127574240,105745792,940.0,49161064,9,904189184
2025.0,36.0,Верхняя Пышма,Таёжный,Корпус 3,23389902,19233166,191.9,6218773.5,2,43037536
2025.0,35.0,Екатеринбург,Академический,Корпус 1,26733374,21921366,188.7,14972385,4,87459128
2025.0,35.0,Екатеринбург,Энергетик,Корпус 3,205251728,163768976,1190.8,15842092,2,400369600
2025.0,35.0,Екатеринбург,Исеть-скай,Корпус А,23649520,17737140,46.9,17737140,1,23649520
2025.0,35.0,Екатеринбург,Энергетик,Корпус 1,167594992,134020160,983.6,13609532,3,496740192
2025.0,35.0,Екатеринбург,Академический,Корпус 2,36816340,30189398,259.2,8268031.5,2,68006024
2025.0,35.0,Екатеринбург,Энергетик,Корпус 2,185198448,147926880,1078.6,13906728,2,360030688
2025.0,35.0,Екатеринбург,Маяковский,Корпус 3,155340912,122375440,928.7,20586058,5,727550784
2025.0,35.0,Екатеринбург,Энергетик,Корпус 4,238572192,190101520,1384.0,26332548,4,920603968
2025.0,35.0,Екатеринбург,Маяковский,Корпус 2,129290608,101789384,757.2,32525706,7,802088064
2025.0,35.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),163693120,128221984,971.2,5846544.5,3,482825408
2025.0,35.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),32435770,23662272,77.9,5925131.5,2,60496060
2025.0,35.0,Екатеринбург,Энергетик,Корпус 5,240947888,191978320,1396.8,1876795.2,4,960227968
2025.0,35.0,Екатеринбург,Маяковский,Корпус 1,88303112,69263680,514.7,64674312,12,614705024
2025.0,34.0,Екатеринбург,Маяковский,Корпус 3,203351728,161055568,1204.5,17925260,5,980239296
2025.0,34.0,Екатеринбург,Энергетик,Корпус 2,159923440,128082432,910.1,5176575.0,1,159923440
2025.0,34.0,Екатеринбург,Академический,Корпус 2,61674124,50627592,443.6,7542118.0,2,119102000
2025.0,34.0,Екатеринбург,Маяковский,Корпус 1,114111608,90807216,680.8,90807216,19,1222895104
2025.0,34.0,Екатеринбург,Исеть-скай,Корпус А,36162796,27122098,100.8,27122098,1,36162796
2025.0,34.0,Екатеринбург,Академический,Корпус 1,52476416,43085476,382.3,23603708,5,198695728
2025.0,34.0,Екатеринбург,Энергетик,Корпус 3,190320224,152095904,1098.9,24013464,3,540517696
2025.0,34.0,Екатеринбург,Маяковский,Корпус 2,180460720,143130304,1078.5,52323092,7,1056529216
2025.0,34.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),40867616,30180230,116.8,3058132.2,1,40867616
2025.0,34.0,Екатеринбург,Энергетик,Корпус 4,217225296,173350896,1246.0,21254996,3,622239360
2025.0,34.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),208854368,164907408,1232.5,3851841.0,2,414957408
2025.0,34.0,Екатеринбург,Энергетик,Корпус 1,153501872,122905856,876.6,4944788.0,1,153501872
2025.0,33.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),176177904,131554680,413.2,5925131.5,2,347650976
2025.0,33.0,Екатеринбург,Академический,Корпус 1,49664320,40929184,375.7,18478916,4,165603920
2025.0,33.0,Екатеринбург,Маяковский,Корпус 1,116679224,91474488,666.2,91474488,13,759816832
2025.0,33.0,Екатеринбург,Энергетик,Корпус 2,230695600,184327088,1327.2,17004182,3,671352768
2025.0,33.0,Екатеринбург,Маяковский,Корпус 3,207151232,162680752,1198.9,34963984,6,1140677760
2025.0,33.0,Екатеринбург,Исеть-скай,Корпус Б,167062320,125629544,382.2,21286302,1,167062320
2025.0,33.0,Екатеринбург,Энергетик,Корпус 3,241878176,193341616,1397.7,9014525.0,1,241878176
2025.0,33.0,Екатеринбург,Энергетик,Корпус 5,259766768,207718144,1489.2,14376526,3,761289664
2025.0,33.0,Екатеринбург,Маяковский,Корпус 2,162452448,127716776,933.3,36242284,6,852845248
2025.0,33.0,Екатеринбург,Исеть-скай,Корпус А,138680576,104343240,311.0,104343240,6,509658912
2025.0,33.0,Екатеринбург,Энергетик,Корпус 1,209316096,167322912,1212.5,17803326,3,615560064
2025.0,33.0,Екатеринбург,Академический,Корпус 2,77792136,63993992,594.7,23064810,4,265418720
2025.0,33.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),210099072,164744240,1213.9,2063486.2,1,210099072
2025.0,32.0,Екатеринбург,Энергетик,Корпус 2,185505952,148330560,1117.3,5099313.0,1,185505952
2025.0,32.0,Екатеринбург,Энергетик,Корпус 1,179502960,143231248,1084.3,5562887.0,1,179502960
2025.0,32.0,Екатеринбург,Исеть-скай,Корпус А,60232264,46187092,152.1,46187092,3,125518232
2025.0,32.0,Екатеринбург,Маяковский,Корпус 2,89996456,70197232,551.3,12664816,2,170582688
2025.0,32.0,Екатеринбург,Маяковский,Корпус 1,73759512,57532420,459.5,57532420,10,444272480
2025.0,32.0,Екатеринбург,Энергетик,Корпус 5,238262544,190008272,1428.0,8498422.0,1,238262544
2025.0,32.0,Екатеринбург,Энергетик,Корпус 4,227505056,181509856,1371.0,16684629,2,443809728
2025.0,32.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),64643032,49054092,167.1,2866999.0,1,64643032
2025.0,32.0,Екатеринбург,Академический,Корпус 1,39053508,32111616,285.5,19318918,4,119597808
2025.0,32.0,Екатеринбург,Академический,Корпус 2,50744672,41698372,371.5,9586756.0,2,93714328
2025.0,32.0,Екатеринбург,Маяковский,Корпус 3,154665072,120717544,922.3,50520304,10,1288034048
2025.0,32.0,Екатеринбург,Энергетик,Корпус 3,206385264,164825216,1246.3,16494663,2,401068416
2025.0,32.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),160364224,124706944,951.3,3989406.8,2,317780608
2025.0,31.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),178233616,139981728,1035.5,3989406.8,2,353519392
2025.0,31.0,Екатеринбург,Энергетик,Корпус 4,190996832,153302624,1096.8,33898976,5,875246912
2025.0,31.0,Екатеринбург,Маяковский,Корпус 1,79849056,63317832,466.2,59832576,10,432098752
2025.0,31.0,Екатеринбург,Академический,Корпус 1,49414200,40519644,385.5,9585637.0,2,94777208
2025.0,31.0,Екатеринбург,Исеть-скай,Корпус Б,197055072,151868208,474.3,19881168,1,197055072
2025.0,31.0,Екатеринбург,Энергетик,Корпус 2,123647648,98892488,710.7,8612902.0,1,123647648
2025.0,31.0,Верхняя Пышма,Таёжный,Корпус 1,11763833,9528705.0,91.0,9528705.0,2,18776476
2025.0,31.0,Екатеринбург,Маяковский,Корпус 2,159210032,125219392,928.8,61901560,10,1207901440
2025.0,31.0,Екатеринбург,Исеть-скай,Корпус А,170546848,131987032,407.8,131987032,5,399924704
2025.0,31.0,Екатеринбург,Исеть-скай,Корпус В (Парковка),201430560,154926336,490.3,3058132.2,1,201430560
2025.0,31.0,Екатеринбург,Академический,Корпус 2,68931936,56524188,532.2,16004547,3,186314784
2025.0,31.0,Екатеринбург,Маяковский,Корпус 3,172589488,135992320,1006.5,10772922,4,677231040
2025.0,31.0,Екатеринбург,Академический,Корпус 4,90311040,74574712,687.2,10446890,2,175520592
2025.0,31.0,Екатеринбург,Энергетик,Корпус 3,149611136,119403648,855.6,20511158,3,427160832
2025.0,31.0,Екатеринбург,Энергетик,Корпус 5,191590768,153771824,1100.0,469198.8,1,191590768
2025.0,31.0,Верхняя Пышма,Таёжный,Корпус 3,20369648,16499415,156.9,3463108.8,1,20369648
2025.0,31.0,Екатеринбург,Энергетик,Корпус 1,112745240,90279592,649.7,12515518,2,219035648
2025.0,31.0,Екатеринбург,Академический,Корпус 3,78105640,64127824,597.2,7603636.0,2,151358848
2025.0,31.0,Верхняя Пышма,Таёжный,Корпус 2,16094205,13036306,122.9,3507601.0,1,16094205
2025.0,30.0,Екатеринбург,Академический,Корпус 1,61332900,50412992,454.8,23164358,4,201709680
2025.0,30.0,Верхняя Пышма,Таёжный,Корпус 3,13664036,11120674,106.7,3564965.0,1,13664036
2025.0,30.0,Екатеринбург,Академический,Корпус 2,104503872,85813184,762.0,35400196,9,762821760
